STAT,JJJJMMDD,QN,TG,TN,TM,TX,RFM,FM,FX,SO,NM,RR,PM
10361,20190604,3,12.3,14.7,22.7,30.2,60.3,2.0,6.2,14.2,3.8,0.0,1001.8
10361,20190603,3,12.0,15.9,23.4,33.4,58.2,2.0,11.4,11.2,3.7,1.0,1003.1
10361,20190602,3,9.9,13.1,23.6,31.4,53.9,2.0,9.1,15.1,4.2,0.0,1006.5
10361,20190601,3,10.0,14.1,20.6,27.1,63.6,2.0,9.1,12.0,6.3,0.0,1011.2
10361,20190531,3,10.4,13.5,18.4,24.2,74.6,2.0,7.0,7.1,7.0,0.5,1013.1
10361,20190530,3,1.5,5.3,15.6,22.5,60.7,2.0,9.8,8.0,6.3,0.0,1013.3
10361,20190529,3,3.1,7.4,12.8,17.7,54.0,2.0,7.7,10.3,4.2,0.0,1011.0
10361,20190528,3,8.5,10.7,15.0,19.0,62.1,2.0,8.4,3.5,7.9,0.0,997.9
10361,20190527,3,10.1,12.8,17.5,20.4,68.8,2.0,8.2,0.6,7.9,0.7,997.6
10361,20190526,3,5.2,8.2,16.9,22.5,58.3,3.0,10.8,9.0,7.8,0.0,1002.4
10361,20190525,3,5.2,8.8,12.9,17.0,70.3,2.0,8.5,2.9,6.6,0.0,1005.8
10361,20190524,3,5.4,8.0,17.2,23.6,58.6,2.0,7.8,13.0,7.9,0.0,1003.9
10361,20190523,3,3.6,6.9,14.2,20.7,61.3,1.0,7.7,13.0,6.8,0.0,1008.3
10361,20190522,3,4.0,7.2,12.4,16.3,80.8,2.0,12.0,2.8,6.2,0.0,1005.1
10361,20190521,3,11.1,13.2,16.5,22.6,85.0,2.0,9.0,2.9,7.0,0.9,996.2
10361,20190520,3,10.3,12.6,17.8,25.2,78.1,2.0,11.6,7.0,7.8,8.3,992.5
10361,20190519,3,7.0,9.4,18.8,26.2,59.2,2.0,8.6,12.5,4.2,0.0,994.9
10361,20190518,3,4.1,7.1,15.2,21.5,69.1,2.0,8.9,14.1,1.3,0.0,997.3
10361,20190517,3,6.3,7.4,12.5,18.6,77.9,2.0,6.7,2.4,6.5,0.0,1000.7
10361,20190516,3,5.9,6.4,8.7,10.0,86.7,2.0,7.5,0.0,7.8,7.6,1006.5
10361,20190515,3,-2.8,0.4,9.5,15.0,47.6,2.0,10.0,2.8,5.5,1.3,1015.9
10361,20190514,3,0.0,3.6,9.9,14.9,50.9,2.0,10.2,10.9,3.1,0.0,1022.1
10361,20190513,3,0.9,3.2,10.5,17.2,51.2,2.0,9.7,13.0,2.6,0.0,1025.4
10361,20190512,3,3.4,4.9,10.5,16.4,56.1,2.0,10.2,13.8,3.6,0.0,1018.9
10361,20190511,3,4.7,7.3,9.1,10.4,86.5,2.0,10.1,0.0,7.6,8.6,1004.2
10361,20190510,3,4.9,8.0,13.1,16.7,69.8,2.0,12.8,3.0,7.5,0.0,997.9
10361,20190509,3,9.1,10.5,13.7,19.0,68.5,2.0,7.7,4.3,6.5,0.0,989.6
10361,20190508,3,-1.1,2.6,10.5,17.1,72.8,2.0,13.2,4.9,6.8,3.9,995.8
10361,20190507,3,0.6,5.1,8.9,13.6,62.3,2.0,7.4,9.5,5.0,0.0,1007.3
10361,20190506,3,-2.3,1.3,7.4,13.0,65.0,2.0,10.1,5.3,5.6,0.6,1008.1
10361,20190505,3,-1.3,1.0,7.2,12.7,57.8,2.0,8.2,8.2,4.4,0.1,1006.5
10361,20190504,3,-1.1,1.8,6.2,11.1,67.8,2.0,9.6,3.8,6.2,0.0,997.8
10361,20190503,3,4.1,5.7,8.7,12.1,59.9,2.0,10.8,6.8,7.0,0.1,998.8
10361,20190502,3,4.7,7.3,10.3,15.9,76.3,3.0,12.0,2.3,7.5,1.1,997.6
10361,20190501,3,4.7,8.0,13.4,19.8,68.1,2.0,9.7,9.9,5.4,0.0,1003.7
10361,20190430,3,-1.7,1.7,12.0,19.7,56.7,2.0,9.5,13.3,2.1,0.1,1008.6
10361,20190429,3,1.4,5.2,9.6,13.1,84.9,2.0,9.9,0.3,6.5,1.7,1009.6
10361,20190428,3,6.2,7.7,10.1,15.3,76.5,2.0,6.4,5.3,7.2,1.0,1007.9
10361,20190427,3,7.4,8.2,12.4,19.6,74.2,2.0,12.0,4.4,7.3,9.8,1002.5
10361,20190426,3,7.1,9.8,14.3,20.0,65.8,3.0,11.3,8.1,7.3,5.3,1000.0
10361,20190425,3,4.4,8.5,17.8,25.1,51.5,2.0,7.5,12.0,4.8,0.0,1000.0
10361,20190424,3,10.5,11.6,17.7,24.6,57.4,3.0,9.5,10.5,5.6,1.5,994.7
10361,20190423,3,8.0,10.0,14.8,20.6,50.9,3.0,14.2,8.9,2.0,0.0,996.9
10361,20190422,3,0.6,4.5,13.8,20.7,44.6,2.0,12.5,13.4,0.1,0.0,1005.5
10361,20190421,3,-0.6,3.3,14.3,22.9,44.5,2.0,7.0,13.3,1.7,0.0,1012.5
10361,20190420,3,-0.1,4.2,13.2,22.3,42.6,2.0,6.5,13.2,2.1,0.0,1019.9
10361,20190419,3,0.7,4.5,15.1,23.4,44.5,2.0,7.4,13.1,0.0,0.0,1021.4
10361,20190418,3,-0.7,3.2,13.7,21.9,46.8,2.0,10.0,13.0,0.1,0.0,1019.1
10361,20190417,3,-0.5,4.6,12.2,18.8,42.0,2.0,9.3,12.9,0.1,0.0,1016.0
10361,20190416,3,-2.8,0.7,9.6,16.8,48.3,2.0,8.6,12.9,0.0,0.0,1012.2
10361,20190415,3,-2.3,0.8,8.5,14.8,53.5,2.0,7.2,12.8,1.0,0.0,1016.5
10361,20190414,3,-2.1,0.3,4.0,6.8,82.7,2.0,7.3,0.0,7.3,1.6,1015.1
10361,20190413,3,-0.8,1.5,4.3,7.4,67.7,2.0,10.2,0.5,7.8,0.0,1013.8
10361,20190412,3,1.4,2.2,3.4,5.3,68.1,2.0,7.7,0.0,7.8,0.7,1015.6
10361,20190411,3,1.2,3.3,5.1,7.6,54.5,2.0,8.6,0.3,7.8,0.0,1013.9
10361,20190410,3,-3.5,0.2,6.1,11.2,57.4,2.0,8.0,7.2,5.3,0.0,1007.4
10361,20190409,3,-0.6,3.0,8.1,13.4,58.5,2.0,9.5,10.5,2.2,0.0,1004.4
